Posting Date,Material,Material Description,Quantity,Amt.in loc.cur.,User Name,Document Header Text
27/03/2024,401/N1659,WA AIR CLEANER CARRIER,-1,-9.76,CAZACUCL,"BENT OUT OF SHAPE,AS,MAT"
27/03/2024,402/C3414,SA HOSE -08 BSP 1320mm A,-1,-17.56,CAZACUCL,"CRUSHED CASING,AS,ASY"
27/03/2024,402/C7904,ABI BANCO RAD,-1,-143.60,CAZACUCL,"DAMAGED FINS,Z7A,ASY"
27/03/2024,402/D9814,WA OIL COOLER PIPES - P98,-1,-41.04,CAZACUCL,"RUN OVER, AS, MAT"
27/03/2024,402/L5510,SA FENDER BASE FR,-1,-29.67,CAZACUCL,"SCRATCHED FACE, Z7A, ASY"
27/03/2024,402/R9958,HOSE AIR CON - EVAP. TO B,-1,-11.01,CAZACUCL,"OPEN TO ELEMENTS,AS,ASY"
27/03/2024,551/10100,PHASE I STEER(BLACK),-1,-104.36,CAZACUCL,"CROSS THREADED,EAZ,ASY"
27/03/2024,553/60198,GA RAM STEER P90 60X30,-2,-195.74,CAZACUCL,"CROSS THREADED,EAZ,ASY"
27/03/2024,557/60321,GA RAM DISP 90 x 45,-1,-254.71,CAZACUCL,"P/D,DENTED PIPES,Z7A,ASY"
27/03/2024,614/00200,HOSE,-1,-5.95,CAZACUCL,"OPEN TO ELEMENTS,AS,ASY"
27/03/2024,614/03000,hose,-1,-6.02,CAZACUCL,"OPEN TO ELEMENTS,AS,ASY"
27/03/2024,614/20300,"HOSE 5/8"" ST/90 19-5/8""",-1,-5.63,CAZACUCL,"OPEN TO ELEMENTS,AS,ASY"
27/03/2024,614/26600,HOSE ASSY,-3,-24.91,CAZACUCL,"CONTAMINATED, AS, ASY"
27/03/2024,615/31500,HOSE 3/4BSP 700mm,-1,-13.78,CAZACUCL,"OPEN TO ELEMENTS,AS,ASY"
27/03/2024,635/80152,"HOSE, ASSEMBLY SMOOTH RIDE SYSTEM",-2,-23.01,CAZACUCL,"OPEN TO ELEMENTS,AS,ASY"
27/03/2024,716/F9353,ABI ENGINE POD FUSE BOX,-1,-37.66,CAZACUCL,"SNAPPED OFF,AS,ASY"
27/03/2024,721/11313,WASHER PUMP HARNESS,-1,-2.52,CAZACUCL,"DAMAGED PLUG,EAZ,ASY"
27/03/2024,721/X1206,T4F ENGINE HARNESS,-1,-89.07,CAZACUCL,"ENGINE PLUG CRUSH,Z2,ASY"
27/03/2024,811/50428,P/PIN 49.95/49.85 * 396 403/C7146,-1,-16.19,CAZACUCL,"HAMMER DAMAGE, RZ, ASY"
27/03/2024,811/50501,P/PIN 50.80/50.70 * 427 403/D1546,-1,-17.77,CAZACUCL,"HAMMER DAMAGE, RZ, ASY"
27/03/2024,811/70088,P/PIN 44.95/44.85 * 239 403/C8276,-1,-8.57,CAZACUCL,"HAMMER DAMAGE, RZ, ASY"
27/03/2024,811/90195,PIVOT PIN,-1,-29.29,CAZACUCL,"HAMMER DAMAGE, RZ, ASY"
26/03/2024,162/01562,GUARD TRASH,-2,-18.46,CAZACUCL,"P/D, CFC, ASY"
26/03/2024,320/B6337,DCU - 17CV51,-2,-134.00,BUTKUSA,Oil ingress - Z7A
26/03/2024,331/27034,STEP TREAD 410x180,-1,-7.64,CAZACUCL,"ATT. TO REJ.PART,CFC,ASY"
26/03/2024,332/D7845,HOSE 3/8BSP 0-90 595LG,-1,-8.10,CAZACUCL,"CRUSHED, CFC, ASY"
26/03/2024,332/F0839,BATTERY 12V 1000CCA,-3,-210.03,RAFEEQM,
26/03/2024,333/C6931,WA P42 REAR COVER,-1,-15.32,CAZACUCL,"P/D, CFC, ASY"
26/03/2024,333/D4509,BELT GUARD,-1,-1.35,CAZACUCL,"P/D, CFC, ASY"
26/03/2024,334/E8262,LIFT ARM SUPPORT DEVICE (,-3,-24.90,CAZACUCL,"P/D, CFC, ASY"
26/03/2024,335/B3984,LIFT RAM RECESS COVER,-1,-34.44,CAZACUCL,"PAINT OVERSPRAY,PDI,ASY"
26/03/2024,400/D8325,SA FENDER BASE RH,-5,-88.90,CAZACUCL,"DAMAGED, PDI, ASY"
26/03/2024,400/D8533,SA FENDER RH TRIM 5,-4,-71.12,CAZACUCL,"DAMAGED, PDI, ASY"
26/03/2024,400/D8659,SA FENDER BASE LH,-1,-17.78,CAZACUCL,"DAMAGED, PDI, ASY"
26/03/2024,400/D8659,SA FENDER BASE LH,-4,-71.12,CAZACUCL,"DAMAGED, PDI, ASY"
26/03/2024,400/D9251,SA FENDER LH TRIM 5,-4,-71.12,CAZACUCL,"SURFACE SCRATCHED,PDI,ASY"
26/03/2024,400/D9315,SA FENDER RH TRIM 7,-4,-71.12,CAZACUCL,"DAMAGED, PDI, ASY"
26/03/2024,400/D9512,SA FENDER LH TRIM 7,-1,-17.78,CAZACUCL,"DAMAGED, PDI, ASY"
26/03/2024,400/E7285,STAB NOSE RETNRS,-2,-471.11,CAZACUCL,"STRIPPED THREADS,Z2,ASY"
26/03/2024,400/E7318,STAB FOOT SINGLE PIN,-1,-57.02,CAZACUCL,"BENT OUT OF SHAPE,AS,ASY"
26/03/2024,400/J0775,MANUAL SPLIT MIRROR,-1,-13.00,CAZACUCL,"SMASHED GLASS, PDI,ASY"
26/03/2024,400/J1865,LIFTEND CVR 5RA YELLOW,-2,-81.42,CAZACUCL,"P/D, CFC, ASY"
26/03/2024,400/P6342,TOP,-1,-19.24,RAFEEQM,
26/03/2024,400/P7141,STUD PLATE,-2,-31.20,RAFEEQM,
26/03/2024,400/P8120,PLATE COVER FRONT,-1,-2.80,CAZACUCL,"P/D, CFC, ASY"
26/03/2024,400/S0978,FRONT COVER MOULDING,-2,-73.16,RAFEEQM,
26/03/2024,400/X5652,HOSE FUEL,-1,-4.88,BUTKUSA,Damaged fitting - Z7A
26/03/2024,401/E1736,WA POD BASE NXG - BLACK N,-1,-269.91,CAZACUCL,"DENTED, Z7B, MAT"
26/03/2024,401/N0010,RUBBER WIPER STRIP,-1,-0.30,RAFEEQM,
26/03/2024,401/R4682,HOSE - AC NO.10 C/L - 222,-6,-134.04,CAZACUCL,"DAMAGE INSULATION,EAZ,ASY"
26/03/2024,401/Z1258,FRONT COVER,-1,-17.02,CAZACUCL,"SCRATCHED FACE, CFC,ASY"
26/03/2024,402/D8621,SA FENDER LH CONSTRUCTION,-1,-17.78,CAZACUCL,"PARTS REMOVED,PDI,ASY"
26/03/2024,402/D8667,SA FENDER RH CONSTRUCTION,-3,-53.34,CAZACUCL,"DAMAGED, PDI, ASY"
26/03/2024,402/G9346,WA-ENG POD TREAD PLATE,-1,-10.75,RAFEEQM,
26/03/2024,402/K7693,FRONT BRAKE PIPE GUARD 24,-1,-9.48,CAZACUCL,"P/D, CFC, ASY"
26/03/2024,402/L5510,SA FENDER BASE FR,-5,-148.35,CAZACUCL,"PARTS REMOVED,PDI,ASY"
26/03/2024,402/L5545,SA FENDER BASE FL,-1,-29.67,CAZACUCL,"DAMAGED, PDI, ASY"
26/03/2024,402/U0716,WA CHASSIS LADDER,-1,-33.08,RAFEEQM,
26/03/2024,403/F9731,P/PIN 50.80/50.70 * 289 403/H0079,-1,-12.42,THOMPSONI,QA Inspection
26/03/2024,700/50130,REAR LIGHT & PLINTH CLUST,-1,-14.05,CAZACUCL,"DAMAGED LENS, CFC,ASY"
26/03/2024,700/50193,Headlamp LH Dip 12V RHS Mount,-1,-14.69,CAZACUCL,"DAMAGED LENS, CFC,ASY"
26/03/2024,700/50194,Headlamp RH Dip 12V LHS Mount,-1,-14.69,CAZACUCL,"DAMAGED LENS, CFC,ASY"
25/03/2024,31AG/BA152,HOSE -04 BSP HP 1520mm B,-1,-6.99,CAZACUCL,"OPEN TO ELEMENTS,Z7A,ASY"
25/03/2024,32/925421,FILLER BREATHER CAP,-1,-15.65,CAZACUCL,"DENTED, Z7A, ASY"
25/03/2024,331/27034,STEP TREAD 410x180,-2,-15.28,CAZACUCL,"ATTCH. REJ.PART, Z7A, ASY"
25/03/2024,332/C2042,A-FUEL TANK SUPPORT,-4,-55.48,CAZACUCL,"DAMAGED SURFACE, AS, ASY"
25/03/2024,332/C3544,CAST C-WEIGHT UNDER TANK,-1,-774.16,CAZACUCL,"DAMAGED, Z2, MAT"
25/03/2024,332/C5000,RADIATOR TIII MECH ENG,-1,-133.73,CAZACUCL,"DAMAGED SURFACE, AS, ASY"
25/03/2024,332/C7886,WA FRONT BRAKE PIPE,-1,-32.84,CAZACUCL,"BENT OUT SHAPE,KIT R,MAT"
25/03/2024,332/F8954,H/BRAKE CABLE P414,-1,-8.53,CAZACUCL,"CABLE SCRATCHED,KIT R,MAT"
25/03/2024,332/H5730,PIVOT PIN 59.9 X 815,-1,-34.32,CAZACUCL,"DAMAGED THREAD, RZ, ASY"
25/03/2024,333/C3434,IQAN LST MINI LEVER (HMH),-1,-44.85,CAZACUCL,"P/D, KIT L, MAT"
25/03/2024,333/C6980,STEER MODE VALVE,-1,-85.27,CAZACUCL,"DAMAGED, KIT R, MAT"
25/03/2024,333/E2910,BRAKE PIPE,-2,-22.56,CAZACUCL,"BENT OUT SHAPE,KIT R,MAT"
25/03/2024,333/G1948,ABI FUEL TANK,-1,-150.68,CAZACUCL,"DAMAGED SURFACE, AS, ASY"
25/03/2024,333/H2382,UREA BACK FLOW HOSE,-3,-64.19,CAZACUCL,"LABEL REMOVED,KIT L,MAT"
25/03/2024,334/C2783,WA RH LIFT PIPE P69,-1,-18.41,CAZACUCL,"DAMAGED, KIT R, MAT"
25/03/2024,334/C5861,WA BRKT STEP FRONT,-1,-10.67,CAZACUCL,"BENT OUT OF SHAPE,Z7A,ASY"
25/03/2024,334/G3689,ABI HEADER TANK,-3,-49.83,CAZACUCL,"RET.PART SNAPPED,KITL,MAT"
25/03/2024,334/R2016,MIRROR-WIDE ANGLE R330,-1,-15.02,CAZACUCL,"BOLTS OMITTED,KIT L,MAT"
25/03/2024,400/E2161,PIVOT PIN 65x275,-2,-71.52,RAFEEQM,
25/03/2024,400/E7757,STABILISER LEG,-1,-142.84,CAZACUCL,"P/D, AS, ASY"
25/03/2024,400/F2771,ABI FUEL TANK,-2,-353.90,CAZACUCL,"DAMAGED SURFACE, AS, ASY"
25/03/2024,400/J0775,MANUAL SPLIT MIRROR,-1,-13.00,CAZACUCL,"BROKEN GLASS,KIT L,MAT"
25/03/2024,400/M9383,WA LIFT PIPES,-1,-30.86,CAZACUCL,"DAMAGED, KIT L, MAT"
25/03/2024,400/N5968,WA CROSS YOKE P55,-1,-183.88,CAZACUCL,"DAMAGED, KIT R, MAT"
25/03/2024,400/R6020,"PIPE-SUCTION 507, 509 & 5",-1,-13.79,CAZACUCL,"RUN OVER, KIT R,MAT"
25/03/2024,400/X5471,MOTOR 11cc UNI-DIRECT,-1,-140.46,CAZACUCL,"DAMAGED SOLENOID,Z7A,ASY"
25/03/2024,400/Y0580,UREA PRESSURE HOSE,-2,-179.25,CAZACUCL,"DAMAGED, KIT R, MAT"
25/03/2024,401/C2534,WA SIDE PANEL POD SIDE,-28,-478.10,CAZACUCL,"BENT OUT SHAPE, Z7B,MAT"
25/03/2024,401/C8888,ABI JCB DECAL PRESSED,-12,-61.30,CAZACUCL,"P/D, KIT L, MAT"
25/03/2024,401/D3169,WA BRKT HEADER TANK,-1,-4.78,CAZACUCL,"ATTCH. REJ.PART,KIT L,MAT"
25/03/2024,401/E3807,WA HMH OIL COOLER MOUNT,-1,-15.24,CAZACUCL,"BENT OUT SHAPE,KIT L,MAT"
25/03/2024,401/G7298,WA REAR LIGHT SHROUD,-2,-8.90,CAZACUCL,"DAMAGED THREAD,KIT L,MAT"
25/03/2024,401/J0012,SIDEMARKER LIGHT TRACTOR,-7,-62.00,CAZACUCL,"DAMAGED, KIT L, MAT"
25/03/2024,401/P8057,HOSE -10BSP HP 1360mm A B,-1,-10.84,CAZACUCL,"OPEN TO ELEMENTS,Z7A,ASY"
25/03/2024,402/G3000,WA STEP,-1,-76.79,CAZACUCL,"P/D, KIT L, MAT"
25/03/2024,402/K3681,WA TL TB & AIR TL TB PIPE,-2,-186.34,CAZACUCL,"DAMAGED, KIT R, MAT"
25/03/2024,402/K7660,WA EXHAUST DUCT,-1,-55.86,CAZACUCL,"DENTED, Z7B, ASY"
25/03/2024,402/P6059,PILOT VALVE,-1,-115.64,CAZACUCL,"DAMAGED, KIT R, MAT"
25/03/2024,402/R6008,FUEL SENDER 415MM,-3,-47.07,CAZACUCL,"DAMAGED SURFACE, AS, ASY"
25/03/2024,566/60093,GA TILT RAM 140 x 70,-1,-546.51,RAFEEQM,
25/03/2024,637/80058,HOSE LP 1 BSP TYPE B 1420,-5,-109.92,CAZACUCL,"DAMAGED, KIT R, MAT"
25/03/2024,716/30252,RELAY 12V 130A,-2,-16.61,CAZACUCL,"OVERTIGHTENED, KIT L,MAT"
25/03/2024,721/G8007,STABILISER HARNESS EN15000,-1,-15.19,CAZACUCL,"RUN OVER, KIT R,MAT"
25/03/2024,721/M0675,TRAILER SOCKET 7 CORE CAB,-10,-95.15,CAZACUCL,"DAMAGED CASING,KIT L,MAT"
25/03/2024,721/Y7649,P42 SRS LINK,-1,-21.90,CAZACUCL,"PLUG DAMAGED,KIT R,MAT"
25/03/2024,728/D2287,CM3626 ECU,-1,-220.99,CAZACUCL,"RUN OVER, KIT R,MAT"
25/03/2024,830/13460,SUCTION TUBE,-1,-8.39,CAZACUCL,"RUN OVER, KIT R,MAT"
24/03/2024,160/01791,STEER MODE VALVE/CABLE,-3,-232.11,WHEELDONL,Damaged cables - PDI
24/03/2024,320/08562,COMPRESSOR 12v 8203,-1,-77.80,WHEELDONL,Damaged thread
24/03/2024,332/C5000,RADIATOR TIII MECH ENG,-1,-133.73,WHEELDONL,Damaged Fins - PDI
24/03/2024,332/H5331,SWAY VALVE,-1,-101.23,WHEELDONL,Open to element - Z7A
24/03/2024,332/H6719,FRONT LH FENDER,-3,-83.76,WHEELDONL,Scratched surface - PDI
24/03/2024,332/S4517,FENDER MOULDING,-2,-48.84,WHEELDONL,Scratched surface - PDI
24/03/2024,333/D5556,DM COOLANT RETURN,-1,-13.92,WHEELDONL,Crushed - PDI
24/03/2024,333/F0362,HOSE - 10 BSP HP 2900mm B,-1,-16.02,WHEELDONL,Thread Damage
24/03/2024,333/H4918,FUEL/ADBLUE FILL MOULDING,-1,-5.60,WHEELDONL,Cracked plastic
24/03/2024,333/H7010,V/BLOCK 5AB AG ELEC,-1,-703.63,WHEELDONL,Cross threaded - PDI
24/03/2024,334/E8572,A MIRROR MOUNTING ARM,-1,-9.10,WHEELDONL,bent out of shape - PDI
24/03/2024,334/F2842,LIFT ARM SUPPORT DEVICE (,-1,-12.11,WHEELDONL,Paint damage - PDI
24/03/2024,334/G3689,ABI HEADER TANK,-1,-16.61,WHEELDONL,Port snapped off - PDI
24/03/2024,334/G5029,CABLE REEL ABI,-1,-763.88,WHEELDONL,Damaged - Z7A
24/03/2024,334/L7508,SA HOSE 10 1920 YELLOW,-1,-12.20,WHEELDONL,Thread Damage
24/03/2024,34AG/AA328,Hose -10 BSP HP 3280mm A,-1,-22.00,WHEELDONL,Thread Damage
24/03/2024,400/B4114,18M - REGEN,-1,-121.47,WHEELDONL,Open to element - Z7A
24/03/2024,400/D8325,SA FENDER BASE RH,-1,-17.78,WHEELDONL,Scratched surface - PDI
24/03/2024,400/M4547,CPV TB AND SAHR CHRG,-1,-149.83,WHEELDONL,Open to element - PDI
24/03/2024,400/N5253,3 STAGE PUMP,-1,-400.55,WHEELDONL,Valve removed - PDI
24/03/2024,400/R9764,FAN MOTOR 11cc BI-DIR SAE,-1,-205.37,WHEELDONL,Damaged - Z7A
24/03/2024,400/V6562,V. PUMP EK 65/0cc - KAWAS,-2,-908.62,WHEELDONL,Cross threaded - EAZ
24/03/2024,400/W5362,WA REAR COVER,-2,-11.00,WHEELDONL,Scratched surface - CFC
24/03/2024,401/B1432,7H REAR LIGHT MTG PRESSIN,-1,-11.61,WHEELDONL,bent out of shape - CFC
24/03/2024,401/C8565,ACCUMULATOR 0.24ltr 5.0ba,-2,-36.83,WHEELDONL,Attached to reject - Z7A
24/03/2024,401/D3169,WA BRKT HEADER TANK,-1,-4.79,WHEELDONL,Attached to reject - PDI
24/03/2024,401/H8418,8 INCH BRAKE SERVO,-1,-113.65,WHEELDONL,Contaminated
24/03/2024,401/L0100,RAM - HYD PIN LOCKING,-1,-41.21,WHEELDONL,Cross threaded - PDI
24/03/2024,402/K3156,ATB POD UPPER,-1,-15.51,WHEELDONL,Cracked plastic
24/03/2024,402/P6059,PILOT VALVE,-3,-346.90,WHEELDONL,Open to element - Z7A
24/03/2024,402/U4455,HOSE FUEL RETURN TO TANK-,-1,-9.86,WHEELDONL,T Piece broken
24/03/2024,561/60340,GA RAM STAB 110 x 60 RH,-1,-295.54,WHEELDONL,Damaged pipework
24/03/2024,716/S3395,M12 LLMI PWM TDCR SG 50PC,-1,-116.00,WHEELDONL,Damaged
22/03/2024,123/04055,CAP-FILLER/BREATHER,-2,-18.52,CAZACUCL,"DENTED, PDI, ASY"
22/03/2024,157/86000,MIRROR.EXTERNAL,-1,-9.36,CAZACUCL,"BROKEN GLASS, CFC, ASY"
22/03/2024,160/15137,Pump Vacuum,-1,-61.76,CAZACUCL,"P/D, CFC, ASY"
22/03/2024,162/01562,GUARD TRASH,-2,-18.46,CAZACUCL,"P/D, CFC, ASY"
22/03/2024,32/925421,FILLER BREATHER CAP,-2,-31.30,CAZACUCL,"DENTED, PDI, ASY"
22/03/2024,320/08562,COMPRESSOR 12v 8203,-2,-155.60,CAZACUCL,"DAMAGED, EAZ, ASY"
22/03/2024,331/39114,LIFT RAM RECESS COVER P69,-1,-23.76,CAZACUCL,"MALFORMED, CFC, ASY"
22/03/2024,331/39114,LIFT RAM RECESS COVER P69,-1,-23.76,CAZACUCL,"P/D, CFC, ASY"
22/03/2024,331/54460,POD SIDE PANEL,-1,-11.62,CAZACUCL,"BENT, CFC, ASY"
22/03/2024,331/59818,MIRROR - HEMISPHERICAL,-1,-24.27,CAZACUCL,"BROKEN GLASS, CFC, ASY"
22/03/2024,332/C0859,RH COVER PLATE,-1,-1.59,CAZACUCL,"BENT OUT OF SHAPE,PDI,ASY"
22/03/2024,332/C5000,RADIATOR TIII MECH ENG,-1,-133.73,CAZACUCL,"DAMAGED, AS, ASY"
22/03/2024,332/C8589,WA ASPIRATOR TUBE,-1,-14.36,CAZACUCL,"P/D, CFC, ASY"
22/03/2024,332/C9086,GAS STRUT - 900N,-2,-5.63,CAZACUCL,"DAMAGED, PDI, ASY"
22/03/2024,332/D8262,BI STAB HARNESS P90,-1,-21.77,CAZACUCL,"ATTCH. REJ.PART, Z2, ASY"
22/03/2024,332/F7353,TWIN AUX PIPE RH WA,-1,-17.10,CAZACUCL,"CONTAMINATED, CFC, ASY"
22/03/2024,332/F7390,TWIN AUX PIPE LH WA,-1,-18.83,CAZACUCL,"CONTAMINATED, CFC, ASY"
22/03/2024,332/F8898,AIR FILTER AIR FIL,-1,-32.14,CAZACUCL,"DAMAGED, AS, ASY"
22/03/2024,332/F9148,HYD OIL COOLER 30 PLATE,-1,-177.94,CAZACUCL,"DAMAGED, AS, ASY"
22/03/2024,332/G4558,WA REAR COVER 5AT,-1,-13.01,CAZACUCL,"BENT, CFC, ASY"
22/03/2024,332/G4558,WA REAR COVER 5AT,-1,-13.01,CAZACUCL,"P/D, CFC, ASY"
22/03/2024,332/G9595,WA SPLASHGUARD,-1,-7.59,CAZACUCL,"BENT, CFC, ASY"
22/03/2024,332/H0537,FAN MOTOR 19cc,-1,-79.45,CAZACUCL,"NOISY, CFC, ASY"
22/03/2024,332/H6719,FRONT LH FENDER,-1,-27.92,CAZACUCL,"SCRATCHED, CFC, ASY"
22/03/2024,332/P7637,W.A. FENDER MTG - RH,-3,-19.50,CAZACUCL,"ATTCH. REJ.PART, CFC, ASY"
22/03/2024,333/C1638,ABI LEVER 5AW/5TW,-1,-315.32,CAZACUCL,"DAMAGED BOSS, RZ, ASY"
22/03/2024,333/D8766,AIR FILTER,-1,-30.88,CAZACUCL,"DAMAGED, AS, ASY"
22/03/2024,333/G9820,FUEL COOLER,-1,-15.07,CAZACUCL,"DAMAGED, AS, ASY"
22/03/2024,333/H2396,COUNTER WEIGHT,-1,-92.38,CAZACUCL,"DAMAGED, Z2, ASY"
22/03/2024,333/H9146,p90 FILL MOULDING,-1,-8.22,CAZACUCL,"BROKEN GLASS, CFC, ASY"
22/03/2024,333/H9768,WORKLIGHT HITCH 55w INCAN,-1,-14.34,CAZACUCL,"WATER INGRESS, CFC, ASY"
22/03/2024,334/C5693,PO CBV - EXTENSION RAM,-1,-138.32,CAZACUCL,"SEAL DAMAGED, RZ, ASY"
22/03/2024,334/C5697,PO CBV - LIFT RAM - SRS,-1,-165.55,CAZACUCL,"ATTCH. REJ.PART, PDI, ASY"
22/03/2024,334/C5697,PO CBV - LIFT RAM - SRS,-1,-165.54,CAZACUCL,"CONTAMINATED, Z7B, ASY"
22/03/2024,334/D2744,WL-12V CLOSE RANGE ULTRA STANDING,-2,-15.97,CAZACUCL,"DAMAGED PLUG, RZ, ASY"
22/03/2024,334/F1263,(W) (P) (P) JCB TREAD PLATE (P493) Not R,-1,-6.11,CAZACUCL,"BENT OUT OF SHAPE,PDI,ASY"
22/03/2024,334/F2421,3L BOTTOM HOSE,-1,-14.57,CAZACUCL,"DAMAGED, EAZ, ASY"
22/03/2024,334/F2692,LIFT ARM SUPPORT DEVICE (,-2,-13.86,CAZACUCL,"P/D, CFC, ASY"
22/03/2024,334/F2842,LIFT ARM SUPPORT DEVICE (,-1,-12.11,CAZACUCL,"P/D, CFC, ASY"
22/03/2024,334/F3716,FLOOR MAT - FRONT PANEL,-1,-11.46,CAZACUCL,"RIPPED, PDI, ASY"
22/03/2024,334/G1819,(P) FUEL FILLER MOULDING,-2,-15.24,CAZACUCL,"DAMAGED, PDI, ASY"
22/03/2024,335/14518,WA LH PIPE SINGLE AUX FF,-1,-11.41,CAZACUCL,"DAMAGED THREAD, RZ, ASY"
22/03/2024,335/B3984,LIFT RAM RECESS COVER,-1,-34.44,CAZACUCL,"RIPPED, PDI, ASY"
22/03/2024,335/B3984,LIFT RAM RECESS COVER,-1,-34.44,CAZACUCL,"RIPPED, PDI, ASY"
22/03/2024,335/H4727,LIFT RAM RECESS COVER P42,-1,-24.06,CAZACUCL,"RIPPED, PDI, ASY"
22/03/2024,400/B7241,ABI DIPSTICK HMH,-1,-14.77,CAZACUCL,"BENT OUT OF SHAPE,EAZ,ASY"
22/03/2024,400/B8063,LOCKABLE FILLER CAP,-2,-48.38,CAZACUCL,"DENTED, PDI, ASY"
22/03/2024,400/D8325,SA FENDER BASE RH,-5,-88.90,CAZACUCL,"SCRATCHED, CFC, ASY"
22/03/2024,400/D8533,SA FENDER RH TRIM 5,-1,-17.78,CAZACUCL,"SCRATCHED, CFC, ASY"
22/03/2024,400/D8659,SA FENDER BASE LH,-3,-53.34,CAZACUCL,"SCRATCHED, CFC, ASY"
22/03/2024,400/F2771,ABI FUEL TANK,-2,-353.90,CAZACUCL,"SCRATCHED, AS, ASY"
22/03/2024,400/J7089,3L AIR FILTER,-3,-104.14,CAZACUCL,"DAMAGED, AS, ASY"
22/03/2024,400/K5653,FLOORMAT,-4,-123.36,CAZACUCL,"MALFORMED, PDI, MAT"
22/03/2024,400/K8975,RH TLTB POD MOULD,-1,-15.95,CAZACUCL,"DAMAGED, PDI, ASY"
22/03/2024,400/S1486,REAR COVER MOULDING,-1,-181.53,RAFEEQM,
22/03/2024,400/U3479,WA TLTB VALVE MOUNT,-1,-17.20,CAZACUCL,"BENT, CFC, ASY"
22/03/2024,400/U6340,BADGE DUALTECH VT,-2,-7.51,CAZACUCL,"DAMAGED, PDI, ASY"
22/03/2024,400/W5362,WA REAR COVER,-1,-5.50,CAZACUCL,"BENT, CFC, ASY"
22/03/2024,400/X7188,PRESSING REAR COVER - YEL,-1,-17.21,CAZACUCL,"P/D, CFC, ASY"
22/03/2024,401/A4740,FUEL HOSE COOLER TO TANK,-3,-23.49,CAZACUCL,"T-PIECE DAMAGED, EAZ,ASY"
22/03/2024,401/E1271,ABI FUEL TANK,-1,-172.17,CAZACUCL,"SCRATCHED, AS, ASY"
22/03/2024,401/K8899,33N SS 581mm CLOSE COUPLE,-2,-79.94,CAZACUCL,"DAMAGED, AS, ASY"
22/03/2024,401/L0218,HANDBRAKE LEVER,-1,-47.39,CAZACUCL,"BENT OUT OF SHAPE,PDI,ASY"
22/03/2024,401/L0218,HANDBRAKE LEVER,-1,-47.39,CAZACUCL,"BENT, PDI, ASY"
22/03/2024,401/M2245,CAK HOSE 5YJ/K,-1,-9.36,CAZACUCL,"DAMAGED, PDI, ASY"
22/03/2024,401/R7887,WA SEAL PLATE 97+kW STG 5,-1,-94.97,CAZACUCL,"DAMAGED, AS, ASY"
22/03/2024,401/V9705,ACCUMULATOR 0.93L 12.1 BA,-1,-39.80,CAZACUCL,"ATTCH. REJ.PART, PDI, ASY"
22/03/2024,401/V9713,ACCUMULATOR 0.93L 21.4 BA,-1,-39.80,CAZACUCL,"ATTCH. REJ.PART, PDI, ASY"
22/03/2024,402/D8621,SA FENDER LH CONSTRUCTION,-1,-17.78,CAZACUCL,"SCRATCHED, CFC, ASY"
22/03/2024,402/F7476,P981 RH REAR FENDER,-1,-27.08,CAZACUCL,"SCRATCHED, CFC, ASY"
22/03/2024,402/L5545,SA FENDER BASE FL,-2,-59.34,CAZACUCL,"SCRATCHED, CFC, ASY"
22/03/2024,402/M5836,POPPET VALVE ASSY,-2,-56.53,CAZACUCL,"DAMAGED PLUG, RZ, ASY"
22/03/2024,402/R1879,8/C TRANSMISSION CARRIER,-1,-130.60,CAZACUCL,"BENT OUT OF SHAPE,EAZ,ASY"
22/03/2024,402/U4455,HOSE FUEL RETURN TO TANK-,-1,-9.86,CAZACUCL,"END CUT OFF, EAZ, ASY"
22/03/2024,402/X1276,SA HOSE 1850MM RED,-1,-11.19,CAZACUCL,"T-PIECE BROKEN, Z7B, ASY"
22/03/2024,614/80104,HOSE 5/8 1815,-1,-7.92,CAZACUCL,"OPEN TO ELEM, CFC, ASY"
22/03/2024,700/50194,Headlamp RH Dip 12V LHS Mount,-2,-29.39,CAZACUCL,"DAMAGED LENS, PDI, ASY"
22/03/2024,701/80314,PROXIMITY SWITCH,-3,-41.14,CAZACUCL,"OVERTIGHTENED, EAZ, ASY"
22/03/2024,716/S3393,M10 LLMI PWM TDCR SG 75PC,-4,-464.00,CAZACUCL,"DAMAGED FOOT, AS, ASY"
22/03/2024,718/E0210,GRID HEATER +VE,-4,-16.72,CAZACUCL,"BOOT OMITTED, EAZ, ASY"
22/03/2024,721/12107,HEADLIGHT EXTENSION HARNESS-528,-1,-4.88,CAZACUCL,"DAMAGED, PDI, ASY"
22/03/2024,721/M0762,ABS/EBS TRALER BRAKE SOCK,-1,-29.15,CAZACUCL,"DAMAGED PLUG, PDI, ASY"
22/03/2024,729/10629,BATTERY WET 629,-1,-108.02,CAZACUCL,"DAMAGED, Z7A, ASY"
22/03/2024,816/90167,ADAPTOR. G1/4A - 7/16 SAE,-9,-66.65,CAZACUCL,"DAMAGED, Z7B, ASY"
22/03/2024,830/11926,MIRROR ARM,-1,-5.00,CAZACUCL,"BENT, CFC, ASY"
21/03/2024,123/04055,CAP-FILLER/BREATHER,-2,-18.52,CAZACUCL,"DENTED, PDI, ASY"
21/03/2024,123/04969,MIRROR ARM,-1,-5.84,CAZACUCL,"BENT, PDI, ASY"
21/03/2024,156/59300,HITCH PIN,-1,-2.55,CAZACUCL,"DAMAGED, Z7A, ASY"
